GENE,GENEID,GENEFULLNAME,MGOX,MGOY,MGOZ,GA,CLUSTER
Pparg,19016,peroxisome proliferator activated receptor gamma,0.3030,0.3258,0.8956,0.7204,7
Prop1,19127,paired like homeodomain factor 1,0.3469,0.2450,0.9053,0.7181,7
Tead2,21677,TEA domain family member 2,0.4234,0.3432,0.8384,0.7172,7
Tsc22d3,14605,TSC22 domain family member 3,0.5691,0.4233,0.7050,0.7152,7
Gdf9,14566,growth differentiation factor 9,0.3238,0.4916,0.8084,0.7142,7
Thrb,21834,thyroid hormone receptor beta,0.3576,0.5266,0.7712,0.7106,7
Foxf1,15227,forkhead box F1,0.2805,0.3101,0.9084,0.7091,7
Pik3cb,74769,phosphatidylinositol 3-kinase catalytic beta polypeptide,0.2845,0.2521,0.9249,0.7053,7
Vipr2,22355,vasoactive intestinal peptide receptor 2,0.3323,0.3712,0.8671,0.7047,7
Car2,12349,carbonic anhydrase 2,0.5186,0.4755,0.7106,0.7026,7
Tmem196,217951,transmembrane protein 196,0.4981,0.3876,0.7757,0.7024,7
Sh3bgrl2,212531,SH3 domain binding glutamic acid-rich protein like 2,0.3064,0.2429,0.9204,0.7012,7
Klf4,16600,Kruppel-like factor 4 (gut),0.2790,0.3510,0.8939,0.7006,7
E2f2,242705,E2F transcription factor 2,0.2461,0.2127,0.9456,0.6992,7
Rab37,58222,RAB37 member of RAS oncogene family,0.4963,0.4822,0.7219,0.6933,7
Slc1a1,20510,solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter system Xag) member 1,0.3165,0.4104,0.8552,0.6930,7
Grhl1,195733,grainyhead-like 1 (Drosophila),0.9135,0.3787,0.1484,0.6881,7
Nr2c2,22026,nuclear receptor subfamily 2 group C member 2,0.3041,0.3011,0.9038,0.6819,7
Tcf12,21406,transcription factor 12,0.1904,0.1844,0.9642,0.6772,7
Cd9,12527,CD9 antigen,0.2481,0.2903,0.9242,0.6763,7
Fezf2,54713,Fez family zinc finger 2,0.3208,0.4603,0.8278,0.6755,7
Taf6,21343,TAF6 RNA polymerase II TATA box binding protein (TBP)-associated factor,0.3532,0.2726,0.8949,0.6730,7
Klf15,66277,Kruppel-like factor 15,0.4150,0.4030,0.8157,0.6722,7
Dmbx1,140477,diencephalon/mesencephalon homeobox 1,0.5602,0.4343,0.7053,0.6714,7
Hoxb4,15412,homeobox B4,0.4795,0.3760,0.7929,0.6701,7
Nkx6-3,74561,NK6 homeobox 3,0.5512,0.3983,0.7332,0.6696,7
Atf6b,12915,activating transcription factor 6 beta,0.1937,0.2682,0.9437,0.6695,7
Zkscan6,52712,zinc finger with KRAB and SCAN domains 6,0.4156,0.3972,0.8182,0.6684,7
Wnt8a,20890,wingless-related MMTV integration site 8A,0.2052,0.1807,0.9619,0.6645,7
Mnx1,15285,motor neuron and pancreas homeobox 1,0.2899,0.3385,0.8952,0.6619,7
Pde5a,242202,phosphodiesterase 5A cGMP-specific,0.3826,0.2785,0.8809,0.6603,7
Aqp4,11829,aquaporin 4,0.7660,0.5896,0.2562,0.6592,7
Nfkbie,18037,nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor epsilon,0.5867,0.4928,0.6426,0.6581,7
Aldh1a2,19378,aldehyde dehydrogenase family 1 subfamily A2,0.1851,0.1248,0.9748,0.6570,7
Nxph4,104080,neurexophilin 4,0.3663,0.2470,0.8971,0.6564,7
Hdx,245596,highly divergent homeobox,0.2738,0.2926,0.9162,0.6555,7
Vsx2,12677,visual system homeobox 2,0.4513,0.3714,0.8114,0.6538,7
Glra4,14657,glycine receptor alpha 4 subunit,0.8700,0.4259,0.2486,0.6511,7
Fbxw7,50754,F-box and WD-40 domain protein 7,0.1918,0.3755,0.9068,0.6502,7
Fgl2,14190,fibrinogen-like protein 2,0.4694,0.2370,0.8506,0.6456,7
Lrp1,16971,low density lipoprotein receptor-related protein 1,0.4216,0.3125,0.8512,0.6445,7
6330527O06Rik,76161,RIKEN cDNA 6330527O06 gene,0.3977,0.3484,0.8488,0.6422,7
Adnp2,240442,ADNP homeobox 2,0.1956,0.1431,0.9702,0.6401,7
Igsf5,72058,immunoglobulin superfamily member 5,0.4418,0.2569,0.8595,0.6380,7
Mta2,23942,metastasis-associated gene family member 2,0.3185,0.3376,0.8857,0.6377,7
Slc6a5,104245,solute carrier family 6 (neurotransmitter transporter glycine) member 5,0.8207,0.4789,0.3114,0.6326,7
Sgcd,24052,sarcoglycan delta (dystrophin-associated glycoprotein),0.7573,0.5081,0.4102,0.6326,7
Dusp14,56405,dual specificity phosphatase 14,0.4914,0.4796,0.7270,0.6313,7
Nr2e3,23958,nuclear receptor subfamily 2 group E member 3,0.3973,0.2984,0.8678,0.6312,7
Pms1,227099,postmeiotic segregation increased 1 (S. cerevisiae),0.4927,0.4313,0.7558,0.6279,7
Adrb1,11554,adrenergic receptor beta 1,0.5164,0.4354,0.7374,0.6253,7
Ptpru,19273,protein tyrosine phosphatase receptor type U,0.1724,0.2620,0.9495,0.6245,7
E2f8,108961,E2F transcription factor 8,0.7261,0.5287,0.4397,0.6218,7
Aebp2,11569,AE binding protein 2,0.1597,0.2101,0.9645,0.6203,7
Tox4,268741,TOX high mobility group box family member 4,0.5094,0.3487,0.7867,0.6178,7
Tlx2,21909,T cell leukemia homeobox 2,0.4179,0.2986,0.8580,0.6174,7
Foxj1,15223,forkhead box J1,0.2451,0.1686,0.9547,0.6146,7
Sema4b,20352,sema domain immunoglobulin domain (Ig) transmembrane domain (TM) and short cytoplasmic domain (semaphorin) 4B,0.5975,0.4613,0.6559,0.6131,7
Tac2,21334,tachykinin 2,0.3685,0.2839,0.8852,0.6123,7
Epas1,13819,endothelial PAS domain protein 1,0.3049,0.2978,0.9047,0.6102,7
Nr3c2,110784,nuclear receptor subfamily 3 group C member 2,0.2524,0.2567,0.9330,0.6088,7
Mitf,17342,microphthalmia-associated transcription factor,0.2616,0.2262,0.9383,0.6075,7
C4b,12268,complement component 4B (Chido blood group),0.4671,0.4214,0.7773,0.6069,7
Crhr1,12921,corticotropin releasing hormone receptor 1,0.6013,0.6432,0.4741,0.6051,7
C1ql2,226359,complement component 1 q subcomponent-like 2,0.6929,0.6602,0.2899,0.6044,7
Wdr12,57750,WD repeat domain 12,0.5995,0.4161,0.6837,0.6026,7
Esrra,26379,estrogen related receptor alpha,0.2843,0.8796,0.3814,0.6010,7
Itih3,16426,inter-alpha trypsin inhibitor heavy chain 3,0.5581,0.5932,0.5802,0.6010,7
Foxn3,71375,forkhead box N3,0.4154,0.4229,0.8053,0.5995,7
Igfn1,226438,immunoglobulin-like and fibronectin type III domain containing 1,0.5768,0.4553,0.6782,0.5975,7
Pvalb,19293,parvalbumin,0.4155,0.2678,0.8693,0.5966,7
Taf7,24074,TAF7 RNA polymerase II TATA box binding protein (TBP)-associated factor,0.3784,0.3065,0.8735,0.5958,7
Trim66,330627,tripartite motif-containing 66,0.4895,0.5195,0.7004,0.5948,7
Med6,69792,mediator of RNA polymerase II transcription subunit 6 homolog (yeast),0.3574,0.3852,0.8508,0.5930,7
Agt,11606,angiotensinogen (serpin peptidase inhibitor clade A member 8),0.7437,0.4785,0.4668,0.5923,7
Fgf8,14179,fibroblast growth factor 8,0.2561,0.2904,0.9220,0.5906,7
Amigo1,229715,adhesion molecule with Ig like domain 1,0.6743,0.5189,0.5255,0.5900,7
Hoxb5,15413,homeobox B5,0.5406,0.3951,0.7428,0.5896,7
Glra1,14654,glycine receptor alpha 1 subunit,0.6958,0.4562,0.5547,0.5893,7
Fgfr3,14184,fibroblast growth factor receptor 3,0.3073,0.2254,0.9245,0.5889,7
Dtx2,74198,deltex 2 homolog (Drosophila),0.6678,0.0422,0.7431,0.5887,7
Unc5d,210801,unc-5 homolog D (C. elegans),0.1426,0.0984,0.9849,0.5882,7
Zfp263,74120,zinc finger protein 263,0.4993,0.5600,0.6611,0.5877,7
Dcun1d5,76863,DCN1 defective in cullin neddylation 1 domain containing 5 (S. cerevisiae),0.4061,0.3331,0.8510,0.5876,7
Foxc1,17300,forkhead box C1,0.4707,0.3872,0.7928,0.5873,7
Pou1f1,18736,POU domain class 1 transcription factor 1,0.3886,0.2811,0.8775,0.5863,7
Myh10,77579,myosin heavy polypeptide 10 non-muscle,0.2977,0.1833,0.9369,0.5862,7
Myoc,17926,myocilin,0.4881,0.4489,0.7485,0.5853,7
Scn5a,20271,sodium channel voltage-gated type V alpha,0.5210,0.3408,0.7826,0.5846,7
Slc2a1,20525,solute carrier family 2 (facilitated glucose transporter) member 1,0.0818,0.1520,0.9850,0.5825,7
Bsx,244813,brain specific homeobox,0.3788,0.7746,0.5064,0.5811,7
Gabrb1,14400,gamma-aminobutyric acid (GABA) A receptor subunit beta 1,0.4329,0.3723,0.8209,0.5804,7
Lrmp,16970,lymphoid-restricted membrane protein,0.4169,0.3266,0.8483,0.5796,7
Mib1,225164,mindbomb homolog 1 (Drosophila),0.1251,0.2482,0.9606,0.5793,7
Il16,16170,interleukin 16,0.3782,0.3640,0.8512,0.5788,7
Nr4a1,15370,nuclear receptor subfamily 4 group A member 1,0.2914,0.3562,0.8878,0.5782,7
Jam3,83964,junction adhesion molecule 3,0.1322,0.1516,0.9796,0.5780,7
Foxs1,14239,forkhead box S1,0.2511,0.3337,0.9086,0.5771,7
Pcp2,18545,Purkinje cell protein 2 (L7),0.4658,0.2381,0.8522,0.5766,7
Lefty1,13590,left right determination factor 1,0.5264,0.4127,0.7434,0.5759,7
Lbx2,16815,ladybird homeobox homolog 2 (Drosophila),0.4475,0.3803,0.8094,0.5758,7
Phtf1,18685,putative homeodomain transcription factor 1,0.5371,0.3979,0.7438,0.5726,7
Gpr123,52389,G protein-coupled receptor 123,0.2585,0.3119,0.9143,0.5712,7
Rasgrf2,19418,RAS protein-specific guanine nucleotide-releasing factor 2,0.4093,0.4341,0.8025,0.5701,7
Dlx4,13394,distal-less homeobox 4,0.5378,0.4650,0.7032,0.5699,7
Gls2,216456,glutaminase 2 (liver mitochondrial),0.4660,0.4365,0.7696,0.5691,7
Gpr165,76206,G protein-coupled receptor 165,0.6229,0.7486,0.2271,0.5689,7
Cntn3,18488,contactin 3,0.0542,0.1911,0.9801,0.5685,7
Gabra4,14397,gamma-aminobutyric acid (GABA) A receptor subunit alpha 4,0.2917,0.4202,0.8593,0.5681,7
Tph1,21990,tryptophan hydroxylase 1,0.4174,0.3503,0.8385,0.5669,7
Pdlim1,54132,PDZ and LIM domain 1 (elfin),0.2659,0.3358,0.9036,0.5667,7
Sorl1,20660,sortilin-related receptor LDLR class A repeats-containing,0.5462,0.4545,0.7037,0.5666,7
Adra2a,11551,adrenergic receptor alpha 2a,0.5138,0.3338,0.7903,0.5665,7
Fgfr1,14182,fibroblast growth factor receptor 1,0.5535,0.3575,0.7523,0.5661,7
Tnnc1,21924,troponin C cardiac/slow skeletal,0.4686,0.3882,0.7936,0.5620,7
Bche,12038,butyrylcholinesterase,0.4594,0.2834,0.8418,0.5606,7
Trpv4,63873,transient receptor potential cation channel subfamily V member 4,0.1283,0.2200,0.9670,0.5598,7
Mef2a,17258,myocyte enhancer factor 2A,0.3965,0.7554,0.5216,0.5595,7
Pex5l,58869,peroxisomal biogenesis factor 5-like,0.1849,0.5166,0.8360,0.5583,7
Nfe2l2,18024,nuclear factor erythroid derived 2 like 2,0.3673,0.3548,0.8597,0.5580,7
Arc,11838,activity regulated cytoskeletal-associated protein,0.2709,0.3658,0.8904,0.5561,7
Rspo1,192199,R-spondin homolog (Xenopus laevis),0.4098,0.2474,0.8780,0.5554,7
Tsc22d4,78829,TSC22 domain family member 4,0.2800,0.4429,0.8517,0.5553,7
Gm6753,627415,predicted gene 6753,0.4900,0.3697,0.7895,0.5550,7
Cd164,53599,CD164 antigen,0.5071,0.4315,0.7461,0.5544,7
Hopx,74318,HOP homeobox,0.4608,0.4013,0.7916,0.5543,7
Ddit4l,73284,DNA-damage-inducible transcript 4-like,0.5585,0.3289,0.7615,0.5543,7
Gprc5b,64297,G protein-coupled receptor family C group 5 member B,0.2949,0.8886,0.3514,0.5538,7
Tgif2lx1,245583,TGFB-induced factor homeobox 2-like X-linked 1,0.3090,0.2430,0.9195,0.5530,7
Nov,18133,nephroblastoma overexpressed gene,0.3383,0.3236,0.8836,0.5520,7
Prkcb,18751,protein kinase C beta,0.2910,0.3931,0.8722,0.5518,7
Sohlh2,74434,spermatogenesis and oogenesis specific basic helix-loop-helix 2,0.2949,0.2003,0.9343,0.5510,7
Lifr,16880,leukemia inhibitory factor receptor,0.4599,0.4732,0.7513,0.5509,7
Cux1,13047,cut-like homeobox 1,0.3355,0.2842,0.8981,0.5505,7
Sorbs1,20411,sorbin and SH3 domain containing 1,0.1963,0.2316,0.9528,0.5502,7
Alx4,11695,aristaless-like homeobox 4,0.1871,0.1219,0.9748,0.5498,7
Cit,12704,citron,0.6111,0.6475,0.4554,0.5495,7
Sema4d,20354,sema domain immunoglobulin domain (Ig) transmembrane domain (TM) and short cytoplasmic domain (semaphorin) 4D,0.1330,0.1969,0.9714,0.5454,7
Fgfr2,14183,fibroblast growth factor receptor 2,0.4427,0.3384,0.8304,0.5451,7
Rora,19883,RAR-related orphan receptor alpha,0.1666,0.0269,0.9857,0.5449,7
Sebox,18292,SEBOX homeobox,0.3239,0.3181,0.8910,0.5436,7
Amh,11705,anti-Mullerian hormone,0.5042,0.4317,0.7479,0.5417,7
Npas2,18143,neuronal PAS domain protein 2,0.2743,0.3629,0.8906,0.5414,7
Spnb4,80297,spectrin beta 4,0.0016,0.1238,0.9923,0.5414,7
Efnb3,13643,ephrin B3,0.0211,0.0803,0.9965,0.5396,7
Dkk3,50781,dickkopf homolog 3 (Xenopus laevis),0.3945,0.7165,0.5753,0.5389,7
Slit3,20564,slit homolog 3 (Drosophila),0.3498,0.3981,0.8480,0.5384,7
Atf4,11911,activating transcription factor 4,0.3538,0.4281,0.8316,0.5381,7
Pclo,26875,piccolo (presynaptic cytomatrix protein),0.3510,0.4230,0.8354,0.5367,7
Vat1l,270097,vesicle amine transport protein 1 homolog-like (T. californica),0.2862,0.2103,0.9348,0.5360,7
Cttnbp2,30785,cortactin binding protein 2,0.0871,0.1818,0.9795,0.5343,7
Nkx2-9,18094,NK2 transcription factor related locus 9 (Drosophila),0.2549,0.3741,0.8917,0.5337,7
Amotl1,75723,angiomotin-like 1,0.3445,0.3049,0.8879,0.5334,7
Bicd1,12121,bicaudal D homolog 1 (Drosophila),0.4422,0.3326,0.8330,0.5325,7
Smad7,17131,MAD homolog 7 (Drosophila),0.5885,0.5137,0.6243,0.5313,7
Cartpt,27220,CART prepropeptide,0.3950,0.5081,0.7654,0.5294,7
Copg2,54160,coatomer protein complex subunit gamma 2,0.0585,0.1893,0.9802,0.5292,7
Itpr1,16438,inositol 1 4 5-trisphosphate receptor 1,0.0932,0.2063,0.9740,0.5288,7
Hlf,217082,hepatic leukemia factor,0.2024,0.3843,0.9007,0.5287,7
Dlx3,13393,distal-less homeobox 3,0.6330,0.3816,0.6735,0.5284,7
Mxd4,17122,Max dimerization protein 4,0.3614,0.3413,0.8677,0.5282,7
Gpr37,14763,G protein-coupled receptor 37,0.3322,0.4242,0.8424,0.5277,7
Chat,12647,choline acetyltransferase,0.3355,0.3693,0.8666,0.5273,7
Crxos1,546024,Crx opposite strand transcript 1,0.5160,0.5246,0.6772,0.5272,7
B3gnt2,53625,UDP-GlcNAc:betaGal beta-1 3-N-acetylglucosaminyltransferase 2,0.3382,0.4289,0.8377,0.5271,7
Sema5a,20356,sema domain seven thrombospondin repeats (type 1 and type 1-like) transmembrane domain (TM) and short cytoplasmic domain (semaphorin) 5A,0.3346,0.3431,0.8777,0.5262,7
Rxrb,20182,retinoid X receptor beta,0.1451,0.9882,0.0486,0.5259,7
Aldh2,11669,aldehyde dehydrogenase 2 mitochondrial,0.4729,0.4866,0.7346,0.5242,7
Ctbp2,13017,C-terminal binding protein 2,0.0735,0.0845,0.9937,0.5217,7
Mta3,116871,metastasis associated 3,0.4576,0.4060,0.7910,0.5217,7
Synpr,72003,synaptoporin,0.3317,0.4113,0.8490,0.5186,7
Serpina9,71907,serine (or cysteine) peptidase inhibitor clade A (alpha-1 antiproteinase antitrypsin) member 9,0.4018,0.4816,0.7788,0.5179,7
Akr1c18,105349,aldo-keto reductase family 1 member C18,0.3540,0.4794,0.8030,0.5173,7
Adcy2,210044,adenylate cyclase 2,0.7502,0.5640,0.3451,0.5143,7
Kcnab3,16499,potassium voltage-gated channel shaker-related subfamily beta member 3,0.2954,0.6804,0.6707,0.5122,7
Etv5,104156,ets variant gene 5,0.0923,0.2123,0.9728,0.5112,7
Gtf3c1,233863,general transcription factor III C 1,0.0472,0.1881,0.9810,0.5092,7
Hoxc9,15427,homeobox C9,0.2946,0.3853,0.8745,0.5069,7
Mxi1,17859,Max interacting protein 1,0.0829,0.2785,0.9568,0.5040,7
Foxo3,56484,forkhead box O3,0.2888,0.4768,0.8302,0.5032,7
Nkx1-2,20231,NK1 transcription factor related locus 2 (Drosophila),0.2173,0.3565,0.9087,0.5031,7
6330581N18Rik,319453,RIKEN cDNA 6330581N18 gene,0.3047,0.3062,0.9019,0.5030,7
Obox1,71468,oocyte specific homeobox 1,0.3064,0.4362,0.8460,0.5030,7
Grin1,14810,glutamate receptor ionotropic NMDA1 (zeta 1),0.0052,0.0169,0.9998,0.5026,7
Sema3b,20347,sema domain immunoglobulin domain (Ig) short basic domain secreted (semaphorin) 3B,0.4880,0.5669,0.6637,0.5004,7
Homer1,26556,homer homolog 1 (Drosophila),0.2601,0.3174,0.9119,0.5000,7
Tbx2,21385,T-box 2,0.0611,0.3085,0.9493,0.4988,7
Faah,14073,fatty acid amide hydrolase,0.5199,0.3174,0.7931,0.4987,7
Accn2,11419,amiloride-sensitive cation channel 2 neuronal,0.6132,0.5539,0.5631,0.4973,7
Scnn1a,20276,sodium channel nonvoltage-gated 1 alpha,0.5318,0.3819,0.7559,0.4972,7
Mapk8ip3,30957,mitogen-activated protein kinase 8 interacting protein 3,0.5016,0.4380,0.7460,0.4971,7
Spp1,20750,secreted phosphoprotein 1,0.3687,0.3668,0.8541,0.4967,7
Gpr83,14608,G protein-coupled receptor 83,0.3745,0.4881,0.7884,0.4957,7
Slc17a6,140919,solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter) member 6,0.1240,0.1500,0.9809,0.4955,7
Ntrk2,18212,neurotrophic tyrosine kinase receptor type 2,0.0349,0.1179,0.9924,0.4954,7
Maob,109731,monoamine oxidase B,0.5202,0.4904,0.6992,0.4952,7
Aldh1a1,11668,aldehyde dehydrogenase family 1 subfamily A1,0.3875,0.4857,0.7836,0.4948,7
Zmat4,320158,zinc finger matrin type 4,0.3215,0.5650,0.7599,0.4927,7
Wnt6,22420,wingless-related MMTV integration site 6,0.3978,0.3347,0.8542,0.4922,7
Six4,20474,sine oculis-related homeobox 4 homolog (Drosophila),0.4301,0.5487,0.7169,0.4901,7
Mef2d,17261,myocyte enhancer factor 2D,0.2635,0.4320,0.8626,0.4900,7
Lrrk2,66725,leucine-rich repeat kinase 2,0.2867,0.3329,0.8983,0.4884,7
Apod,11815,apolipoprotein D,0.3887,0.3838,0.8376,0.4875,7
Pcdhb14,93885,protocadherin beta 14,0.3493,0.4999,0.7925,0.4874,7
Sox5,20678,SRY-box containing gene 5,0.1519,0.1882,0.9703,0.4865,7
Fam40b,320609,family with sequence similarity 40 member B,0.4425,0.4645,0.7671,0.4840,7
Kcnc2,268345,potassium voltage gated channel Shaw-related subfamily member 2,0.1165,0.2163,0.9694,0.4839,7
Qdpr,110391,quinoid dihydropteridine reductase,0.3666,0.5091,0.7788,0.4830,7
Hdac5,15184,histone deacetylase 5,0.1197,0.4301,0.8948,0.4813,7
Snf8,27681,SNF8 ESCRT-II complex subunit homolog (S. cerevisiae),0.4260,0.3970,0.8130,0.4809,7
Bcan,12032,brevican,0.0799,0.1780,0.9808,0.4799,7
Gabbr1,54393,gamma-aminobutyric acid (GABA) B receptor 1,0.1051,0.1777,0.9785,0.4774,7
Calb1,12307,calbindin 1,0.1246,0.2388,0.9630,0.4752,7
Nos1ap,70729,nitric oxide synthase 1 (neuronal) adaptor protein,0.2619,0.4759,0.8396,0.4740,7
Bcl6,12053,B cell leukemia/lymphoma 6,0.3064,0.5920,0.7454,0.4705,7
Nek7,59125,NIMA (never in mitosis gene a)-related expressed kinase 7,0.3047,0.3407,0.8894,0.4693,7
Btbd11,74007,BTB (POZ) domain containing 11,0.3895,0.4986,0.7744,0.4691,7
Gpr88,64378,G-protein coupled receptor 88,0.3256,0.3587,0.8748,0.4685,7
Ache,11423,acetylcholinesterase,0.0254,0.0428,0.9988,0.4680,7
Nkx6-2,14912,NK6 homeobox 2,0.2458,0.3918,0.8866,0.4675,7
Neurod2,18013,neurogenic differentiation 2,0.3311,0.4694,0.8186,0.4664,7
Scn4b,399548,sodium channel type IV beta,0.3178,0.3932,0.8628,0.4653,7
Ets2,23872,E26 avian leukemia oncogene 2 3' domain,0.4402,0.6106,0.6583,0.4649,7
Prkaca,18747,protein kinase cAMP dependent catalytic alpha,0.0992,0.2156,0.9714,0.4642,7
Olig1,50914,oligodendrocyte transcription factor 1,0.0159,0.1530,0.9881,0.4627,7
Cldn11,18417,claudin 11,0.1803,0.1487,0.9723,0.4616,7
Efna1,13636,ephrin A1,0.2850,0.4338,0.8547,0.4596,7
Myst2,217127,MYST histone acetyltransferase 2,0.6432,0.3865,0.6611,0.4587,7
Ttyh1,57776,tweety homolog 1 (Drosophila),0.2807,0.4102,0.8677,0.4585,7
Nfil3,18030,nuclear factor interleukin 3 regulated,0.1005,0.3325,0.9377,0.4584,7
Gpr37l1,171469,G protein-coupled receptor 37-like 1,0.4525,0.5343,0.7139,0.4555,7
Homez,239099,homeodomain leucine zipper-encoding gene,0.0223,0.2049,0.9785,0.4547,7
Egr1,13653,early growth response 1,0.1558,0.4641,0.8720,0.4544,7
Htr3a,15561,5-hydroxytryptamine (serotonin) receptor 3A,0.3485,0.3885,0.8530,0.4492,7
Nfasc,269116,neurofascin,0.2601,0.3355,0.9054,0.4488,7
Tshz1,110796,teashirt zinc finger family member 1,0.2455,0.1620,0.9558,0.4464,7
Foxo4,54601,forkhead box O4,0.2688,0.4123,0.8705,0.4459,7
Cck,12424,cholecystokinin,0.3073,0.4867,0.8177,0.4443,7
Zbtb20,56490,zinc finger and BTB domain containing 20,0.0104,0.0024,0.9999,0.4427,7
Drap1,66556,Dr1 associated protein 1 (negative cofactor 2 alpha),0.0994,0.2316,0.9677,0.4420,7
Gabra1,14394,gamma-aminobutyric acid (GABA) A receptor subunit alpha 1,0.2384,0.6567,0.7154,0.4420,7
Cx3cl1,20312,chemokine (C-X3-C motif) ligand 1,0.1862,0.0915,0.9783,0.4395,7
Gja1,14609,gap junction protein alpha 1,0.0605,0.0697,0.9957,0.4395,7
Rasgrf1,19417,RAS protein-specific guanine nucleotide-releasing factor 1,0.0952,0.2639,0.9598,0.4389,7
Creb3,12913,cAMP responsive element binding protein 3,0.5279,0.4543,0.7176,0.4381,7
Slc32a1,22348,solute carrier family 32 (GABA vesicular transporter) member 1,0.3520,0.3613,0.8635,0.4372,7
Msgn1,56184,mesogenin 1,0.2817,0.3934,0.8752,0.4365,7
Prkcd,18753,protein kinase C delta,0.3597,0.5081,0.7826,0.4359,7
Celsr2,53883,cadherin EGF LAG seven-pass G-type receptor 2 (flamingo homolog Drosophila),0.2121,0.2177,0.9527,0.4352,7
Gda,14544,guanine deaminase,0.3015,0.2919,0.9077,0.4326,7
Mobp,17433,myelin-associated oligodendrocytic basic protein,0.2212,0.3512,0.9098,0.4311,7
Pcsk2,18549,proprotein convertase subtilisin/kexin type 2,0.0291,0.3498,0.9364,0.4293,7
Tgfb3,21809,transforming growth factor beta 3,0.4626,0.3930,0.7947,0.4292,7
Grid1,14803,glutamate receptor ionotropic delta 1,0.0414,0.1921,0.9805,0.4269,7
Hr,15460,hairless,0.3902,0.4600,0.7976,0.4269,7
Mib2,76580,mindbomb homolog 2 (Drosophila),0.3299,0.6904,0.6438,0.4263,7
Unc5a,107448,unc-5 homolog A (C. elegans),0.4207,0.5479,0.7231,0.4196,7
Hoxd1,15429,homeobox D1,0.1027,0.1338,0.9857,0.4189,7
Ppp3ca,19055,protein phosphatase 3 catalytic subunit alpha isoform,0.5079,0.4236,0.7500,0.4183,7
Csnk2a1,12995,casein kinase 2 alpha 1 polypeptide,0.0417,0.1842,0.9820,0.4182,7
Gria3,53623,glutamate receptor ionotropic AMPA3 (alpha 3),0.0096,0.1146,0.9934,0.4176,7
Gad2,14417,glutamic acid decarboxylase 2,0.1691,0.1424,0.9753,0.4140,7
Deptor,97998,DEP domain containing MTOR-interacting protein,0.3399,0.2939,0.8934,0.4129,7
A2m,232345,alpha-2-macroglobulin,0.0928,0.0375,0.9950,0.4117,7
Mafg,17134,v-maf musculoaponeurotic fibrosarcoma oncogene family protein G (avian),0.3283,0.4419,0.8348,0.4112,7
Ar,11835,androgen receptor,0.4383,0.3210,0.8396,0.4082,7
Zeb2,24136,zinc finger E-box binding homeobox 2,0.1763,0.3109,0.9340,0.4054,7
Ncor2,20602,nuclear receptor co-repressor 2,0.1662,0.0952,0.9815,0.4035,7
Chrna4,11438,cholinergic receptor nicotinic alpha polypeptide 4,0.3031,0.2783,0.9114,0.4012,7
Glrb,14658,glycine receptor beta subunit,0.3546,0.4806,0.8020,0.3969,7
Hif1a,15251,hypoxia inducible factor 1 alpha subunit,0.3399,0.3062,0.8892,0.3944,7
Gpr56,14766,G protein-coupled receptor 56,0.0642,0.0144,0.9978,0.3918,7
Pdgfd,71785,platelet-derived growth factor D polypeptide,0.3323,0.5384,0.7744,0.3904,7
Kcnmb4,58802,potassium large conductance calcium-activated channel subfamily M beta member 4,0.1907,0.4818,0.8553,0.3903,7
Gsc,14836,goosecoid homeobox,0.1844,0.0940,0.9783,0.3888,7
Kcnab1,16497,potassium voltage-gated channel shaker-related subfamily beta member 1,0.3252,0.4966,0.8048,0.3887,7
Bcar1,12927,breast cancer anti-estrogen resistance 1,0.1902,0.1673,0.9674,0.3816,7
Rreb1,68750,ras responsive element binding protein 1,0.3707,0.5102,0.7761,0.3815,7
Sel1l,20338,sel-1 suppressor of lin-12-like (C. elegans),0.4386,0.4587,0.7728,0.3815,7
Stat1,20846,signal transducer and activator of transcription 1,0.5457,0.3774,0.7482,0.3804,7
Arnt,11863,aryl hydrocarbon receptor nuclear translocator,0.4298,0.4616,0.7760,0.3755,7
Jazf1,231986,JAZF zinc finger 1,0.2408,0.8202,0.5189,0.3748,7
Pnn,18949,pinin,0.2308,0.4135,0.8808,0.3743,7
Fgf12,14167,fibroblast growth factor 12,0.3899,0.4531,0.8017,0.3737,7
Cd109,235505,CD109 antigen,0.2885,0.3585,0.8878,0.3737,7
Gpr101,245424,G protein-coupled receptor 101,0.4615,0.5037,0.7303,0.3733,7
Xbp1,22433,X-box binding protein 1,0.0102,0.1828,0.9831,0.3728,7
Cnp,12799,2' 3'-cyclic nucleotide 3' phosphodiesterase,0.3303,0.6869,0.6473,0.3710,7
Glra3,110304,glycine receptor alpha 3 subunit,0.5001,0.3922,0.7721,0.3705,7
Tef,21685,thyrotroph embryonic factor,0.3530,0.4147,0.8387,0.3664,7
Pcdh1,75599,protocadherin 1,0.3004,0.3948,0.8682,0.3640,7
Shc1,20416,src homology 2 domain-containing transforming protein C1,0.3364,0.4072,0.8491,0.3633,7
Rere,68703,arginine glutamic acid dipeptide (RE) repeats,0.7376,0.2389,0.6316,0.3622,7
Hmbox1,219150,homeobox containing 1,0.0214,0.2673,0.9634,0.3615,7
Plcb4,18798,phospholipase C beta 4,0.3481,0.8070,0.4771,0.3578,7
