GENE,GENEID,GENEFULLNAME,GA,MGOX,MGOY,MGOZ,CLUSTER
Slc5a1,20537,solute_carrier_family_5_(sodium/glucose_cotransporter)__member_1,0.5631,0.1186,0.2374,0.9641,4
Neurog3,11925,neurogenin_3,0.5510,0.1335,0.2915,0.9472,4
Inhbe,16326,inhibin_beta_E,0.5506,0.0970,0.2761,0.9562,4
Nr0b1,11614,nuclear_receptor_subfamily_0__group_B__member_1,0.5495,0.1606,0.5368,0.8283,4
Kcnn2,140492,potassium_intermediate/small_conductance_calcium-activated_channel__subfamily_N__member_2,0.5478,0.0753,0.1339,0.9881,4
Mafk,17135,v-maf_musculoaponeurotic_fibrosarcoma_oncogene_family__protein_K_(avian),0.5472,0.1890,0.6142,0.7662,4
Gdf2,12165,growth_differentiation_factor_2,0.5420,0.1139,0.3221,0.9398,4
Prox2,73422,prospero_homeobox_2,0.5410,0.1090,0.2429,0.9639,4
Hmgb4,69317,high-mobility_group_box_4,0.5404,0.1373,0.2971,0.9449,4
Tiam2,24001,T_cell_lymphoma_invasion_and_metastasis_2,0.5387,0.1391,0.2507,0.9580,4
Npy1r,18166,neuropeptide_Y_receptor_Y1,0.5384,0.1102,0.3413,0.9335,4
Tbx18,76365,T-box18,0.5324,0.1203,0.3522,0.9282,4
Pah,18478,phenylalanine_hydroxylase,0.5287,0.1372,0.4272,0.8937,4
Pou5f1,18999,POU_domain__class_5__transcription_factor_1,0.5279,0.1991,0.4966,0.8448,4
Foxf1,15227,forkhead_box_F1,0.5277,0.1336,0.3233,0.9368,4
Foxs1,14239,forkhead_box_S1,0.5246,0.1267,0.2445,0.9613,4
Myf5,17877,myogenic_factor_5,0.5220,0.1337,0.3482,0.9278,4
Wif1,24117,Wnt_inhibitory_factor_1,0.5212,0.0753,0.1398,0.9873,4
Tfec,21426,transcription_factor_EC,0.5208,0.2459,0.6667,0.7036,4
Mertk,17289,c-mer_proto-oncogene_tyrosine_kinase,0.5182,0.0570,0.1018,0.9932,4
Foxo4,54601,forkhead_box_O4,0.5125,0.1341,0.4150,0.8999,4
Htr3a,15561,5-hydroxytryptamine_(serotonin)_receptor_3A,0.5032,0.1994,0.6342,0.7470,4
Musk,18198,muscle__skeletal__receptor_tyrosine_kinase,0.5011,0.0880,0.1379,0.9865,4
Myh9,17886,myosin__heavy_polypeptide_9__non-muscle,0.5002,0.1725,0.3307,0.9278,4
Cdhr1,170677,cadherin-related_family_member_1,0.4994,0.1776,0.4977,0.8489,4
Foxp3,20371,forkhead_box_P3,0.4991,0.1711,0.5719,0.8023,4
Bbx,70508,bobby_sox_homolog_(Drosophila),0.4953,0.1335,0.2239,0.9654,4
Hmgxb3,106894,HMG_box_domain_containing_3,0.4924,0.2229,0.6275,0.7460,4
Pou1f1,18736,POU_domain__class_1__transcription_factor_1,0.4862,0.1328,0.3509,0.9269,4
Dcun1d1,114893,DCN1__defective_in_cullin_neddylation_1__domain_containing_1_(S._cerevisiae),0.4837,0.1397,0.2829,0.9489,4
Nr2e3,23958,nuclear_receptor_subfamily_2__group_E__member_3,0.4827,0.1184,0.3693,0.9218,4
Aanat,11298,arylalkylamine_N-acetyltransferase,0.4761,0.2251,0.5863,0.7782,4
Foxh1,14106,forkhead_box_H1,0.4701,0.1869,0.5966,0.7804,4
Grin2c,14813,glutamate_receptor__ionotropic__NMDA2C_(epsilon_3),0.4689,0.1356,0.2681,0.9538,4
Lrrk2,66725,leucine-rich_repeat_kinase_2,0.4619,0.1010,0.2620,0.9598,4
Sox6,20679,SRY-box_containing_gene_6,0.4583,0.2059,0.3161,0.9261,4
Otx1,18423,orthodenticle_homolog_1_(Drosophila),0.4574,0.1905,0.3718,0.9085,4
Ephb3,13845,Eph_receptor_B3,0.4564,0.0755,0.1725,0.9821,4
Aff3,16764,AF4/FMR2_family__member_3,0.4556,0.1507,0.2569,0.9546,4
Tcf12,21406,transcription_factor_12,0.4501,0.1591,0.3502,0.9231,4
Foxn2,14236,forkhead_box_N2,0.4322,0.1942,0.3413,0.9197,4
Sepp1,20363,selenoprotein_P__plasma__1,0.4320,0.1000,0.2100,0.9726,4
Dnmt3b,13436,DNA_methyltransferase_3B,0.4306,0.1844,0.4697,0.8634,4
Pax8,18510,paired_box_gene_8,0.4279,0.1164,0.2063,0.9715,4
Tbx21,57765,T-box_21,0.4273,0.1818,0.3227,0.9289,4
Sema4b,20352,sema_domain__immunoglobulin_domain_(Ig)__transmembrane_domain_(TM)_and_short_cytoplasmic_domain__(semaphorin)_4B,0.4269,0.2161,0.4785,0.8511,4
Smad3,17127,MAD_homolog_3_(Drosophila),0.4253,0.2379,0.4941,0.8362,4
Sox5,20678,SRY-box_containing_gene_5,0.4210,0.2732,0.8293,0.4875,4
Fbxw7,50754,F-box_and_WD-40_domain_protein_7,0.4194,0.1536,0.4008,0.9032,4
Mkx,210719,mohawk_homeobox,0.4194,0.1822,0.6502,0.7376,4
Sox15,20670,SRY-box_containing_gene_15,0.4192,0.0904,0.1521,0.9842,4
Hoxb6,15414,homeobox_B6,0.4185,0.0935,0.2693,0.9585,4
Creb1,12912,cAMP_responsive_element_binding_protein_1,0.4165,0.1887,0.4021,0.8959,4
Foxa1,15375,forkhead_box_A1,0.4152,0.1474,0.2471,0.9577,4
Wnt3,22415,wingless-related_MMTV_integration_site_3,0.4147,0.1611,0.2934,0.9423,4
Htr5a,15563,5-hydroxytryptamine_(serotonin)_receptor_5A,0.4062,0.1961,0.3891,0.9001,4
Pde5a,242202,phosphodiesterase_5A__cGMP-specific,0.4059,0.1020,0.3092,0.9455,4
Hoxc9,15427,homeobox_C9,0.4051,0.1767,0.4101,0.8947,4
Hdx,245596,highly_divergent_homeobox,0.4012,0.1365,0.3837,0.9133,4
Fzd4,14366,frizzled_homolog_4_(Drosophila),0.4005,0.1015,0.1234,0.9872,4
Aldh1a1,11668,aldehyde_dehydrogenase_family_1__subfamily_A1,0.3991,0.0859,0.3254,0.9417,4
Dlx5,13395,distal-less_homeobox_5,0.3930,0.2747,0.7559,0.5942,4
Angptl1,72713,angiopoietin-like_1,0.3890,0.1839,0.2662,0.9462,4
Nr1h4,20186,nuclear_receptor_subfamily_1__group_H__member_4,0.3859,0.2246,0.4357,0.8716,4
Fosl2,14284,fos-like_antigen_2,0.3823,0.1820,0.2713,0.9451,4
Itgbl1,223272,integrin__beta-like_1,0.3783,0.2293,0.5113,0.8282,4
Meox2,17286,mesenchyme_homeobox_2,0.3736,0.1727,0.4583,0.8718,4
Lmtk2,231876,lemur_tyrosine_kinase_2,0.3680,0.1581,-0.2447,-0.9566,4
Slc18a1,110877,solute_carrier_family_18_(vesicular_monoamine)__member_1,0.3677,0.1898,0.4582,0.8684,4
Hoxb4,15412,homeobox_B4,0.3634,0.2562,0.5160,0.8174,4
Gcg,14526,glucagon,0.3627,0.1537,0.1131,0.9816,4
Gm6753,627415,predicted_gene_6753,0.3456,0.1897,0.3321,0.9240,4
Fgf7,14178,fibroblast_growth_factor_7,0.3455,0.1541,0.3478,0.9248,4
Egf,13645,epidermal_growth_factor,0.3451,0.1547,0.2667,0.9513,4
Sebox,18292,SEBOX_homeobox,0.3440,0.1372,0.3621,0.9220,4
Neurod1,18012,neurogenic_differentiation_1,0.3438,0.2326,0.4106,0.8817,4
Kcnj12,16515,potassium_inwardly-rectifying_channel__subfamily_J__member_12,0.3388,0.1746,0.4580,0.8717,4
E2f3,13557,E2F_transcription_factor_3,0.3289,0.2960,0.5047,0.8110,4
Col5a2,12832,collagen__type_V__alpha_2,0.3255,0.2742,0.2716,0.9225,4
Wnt10b,22410,wingless_related_MMTV_integration_site_10b,0.3229,0.1740,0.2826,0.9433,4
Igsf5,72058,immunoglobulin_superfamily__member_5,0.3136,0.2464,0.3174,0.9157,4
Pms1,227099,postmeiotic_segregation_increased_1_(S._cerevisiae),0.3078,0.1809,0.3970,0.8998,4
Meox1,17285,mesenchyme_homeobox_1,0.3064,0.2743,0.4431,0.8534,4
Slc16a2,20502,solute_carrier_family_16_(monocarboxylic_acid_transporters)__member_2,0.3055,0.2366,0.3730,0.8972,4
Rac2,19354,RAS-related_C3_botulinum_substrate_2,0.2976,0.1911,0.1780,0.9653,4
Etv4,18612,ets_variant_gene_4_(E1A_enhancer_binding_protein__E1AF),0.2960,0.4578,0.8628,0.2144,4
Dsg1a,13510,desmoglein_1_alpha,0.2937,0.1786,0.4145,0.8923,4
Lrmp,16970,lymphoid-restricted_membrane_protein,0.2827,0.1255,0.2528,0.9593,4
Nr0b2,23957,nuclear_receptor_subfamily_0__group_B__member_2,0.2820,0.2068,0.5493,0.8097,4
Tgif2lx1,245583,TGFB-induced_factor_homeobox_2-like__X-linked_1,0.2795,0.1438,0.4011,0.9047,4
Atf3,11910,activating_transcription_factor_3,0.2775,0.2189,0.3858,0.8963,4
Sostdc1,66042,sclerostin_domain_containing_1,0.2744,0.2438,0.3301,0.9119,4
Sohlh2,74434,spermatogenesis_and_oogenesis_specific_basic_helix-loop-helix_2,0.2728,0.0798,0.2185,0.9726,4
Dsg3,13512,desmoglein_3,0.2713,0.2454,0.4908,0.8360,4
Hoxc5,15424,homeobox_C5,0.2694,0.2528,0.5941,0.7636,4
Nr5a2,26424,nuclear_receptor_subfamily_5__group_A__member_2,0.2691,0.2181,0.4670,0.8569,4
Ascl2,17173,achaete-scute_complex_homolog_2_(Drosophila),0.2671,0.2065,0.3921,0.8964,4
Inhbb,16324,inhibin_beta-B,0.2648,0.2763,0.3086,0.9102,4
Rxfp1,381489,relaxin/insulin-like_family_peptide_receptor_1,0.2576,0.1619,0.3021,0.9394,4
Msgn1,56184,mesogenin_1,0.2536,0.1732,0.3796,0.9088,4
Dsc3,13507,desmocollin_3,0.2478,0.2543,0.6058,0.7538,4
Dsg1c,211924,desmoglein_1_gamma,0.2452,0.2544,0.5183,0.8165,4
Hes6,55927,hairy_and_enhancer_of_split_6_(Drosophila),0.2419,-0.0242,-0.2413,0.9702,4
Tgif1,21815,TGFB-induced_factor_homeobox_1,0.2408,0.1830,0.0607,0.9812,4
Fgf8,14179,fibroblast_growth_factor_8,0.2405,0.2645,0.4288,0.8638,4
Sema4c,20353,sema_domain__immunoglobulin_domain_(Ig)__transmembrane_domain_(TM)_and_short_cytoplasmic_domain__(semaphorin)_4C,0.2398,0.2233,0.3764,0.8991,4
Dsg1b,225256,desmoglein_1_beta,0.2393,0.2215,0.6165,0.7556,4
Alx3,11694,aristaless-like_homeobox_3,0.2339,0.3000,0.4288,0.8521,4
Clec7a,56644,C-type_lectin_domain_family_7__member_a,0.2318,0.1660,0.3280,0.9300,4
Efemp1,216616,epidermal_growth_factor-containing_fibulin-like_extracellular_matrix_protein_1,0.2216,0.8269,0.5522,-0.1061,4
Sipa1l2,244668,signal-induced_proliferation-associated_1_like_2,0.2215,0.3462,0.5180,0.7822,4
Klf15,66277,Kruppel-like_factor_15,0.2208,0.4050,0.4361,0.8036,4
Six1,20471,sine_oculis-related_homeobox_1_homolog_(Drosophila),0.2186,0.2442,0.4852,0.8396,4
Rorc,19885,RAR-related_orphan_receptor_gamma,0.2176,0.8763,0.4633,0.1321,4
Lhx6,16874,LIM_homeobox_protein_6,0.2160,0.7812,0.5508,0.2940,4
Mchr1,207911,melanin-concentrating_hormone_receptor_1,0.2151,0.2321,0.4488,0.8630,4
Igfn1,226438,immunoglobulin-like_and_fibronectin_type_III_domain_containing_1,0.2123,0.2743,0.7608,0.5881,4
Scn5a,20271,sodium_channel__voltage-gated__type_V__alpha,0.2120,0.2301,0.4336,0.8712,4
Obox1,71468,oocyte_specific_homeobox_1,0.2112,0.3660,0.4882,0.7923,4
Trpv4,63873,transient_receptor_potential_cation_channel__subfamily_V__member_4,0.2093,0.2085,0.3617,0.9087,4
Vax1,22326,ventral_anterior_homeobox_containing_gene_1,0.2041,0.1608,0.2864,0.9445,4
Wnt16,93735,wingless-related_MMTV_integration_site_16,0.2018,0.4149,0.5985,0.6853,4
Tgfb2,21808,transforming_growth_factor__beta_2,0.1968,0.7568,0.6009,0.2572,4
Notch2,18129,notch_2,0.1937,0.4412,0.3868,0.8098,4
Aldh1a2,19378,aldehyde_dehydrogenase_family_1__subfamily_A2,0.1930,0.2865,0.3180,0.9038,4
Insrr,23920,insulin_receptor-related_receptor,0.1914,0.2589,0.3509,0.8999,4
Dsc2,13506,desmocollin_2,0.1891,0.1830,0.4610,0.8683,4
Ldb2,16826,LIM_domain_binding_2,0.1870,0.3388,0.5612,0.7552,4
Gabrr2,14409,gamma-aminobutyric_acid_(GABA)_C_receptor__subunit_rho_2,0.1803,0.1800,0.3692,0.9117,4
Plekhg1,213783,pleckstrin_homology_domain_containing__family_G_(with_RhoGef_domain)_member_1,0.1797,0.3681,0.2175,0.9040,4
B3gat2,280645,beta-1_3-glucuronyltransferase_2_(glucuronosyltransferase_S),0.1773,0.1560,0.0667,0.9855,4
Cd59a,12509,CD59a_antigen,0.1729,0.4433,0.8071,0.3899,4
Pou4f2,18997,POU_domain__class_4__transcription_factor_2,0.1713,0.3192,0.6503,0.6894,4
Angpt2,11601,angiopoietin_2,0.1702,0.3240,0.3120,0.8931,4
Ltk,17005,leukocyte_tyrosine_kinase,0.1694,0.2605,0.2705,0.9268,4
Hoxd3,15434,homeobox_D3,0.1639,0.4671,-0.1264,0.8751,4
Vegfc,22341,vascular_endothelial_growth_factor_C,0.1577,0.9336,-0.3531,-0.0612,4
Oxt,18429,oxytocin,0.1556,0.4005,0.6339,0.6616,4
Pbx2,18515,pre_B_cell_leukemia_homeobox_2,0.1524,0.5556,0.2402,0.7960,4
Ror1,26563,receptor_tyrosine_kinase-like_orphan_receptor_1,0.1459,0.2401,0.4182,0.8761,4
Csdc2,105859,cold_shock_domain_containing_C2__RNA_binding,0.1443,0.4580,0.5045,0.7320,4
Trp63,22061,transformation_related_protein_63,0.1430,0.3333,0.5276,0.7814,4
Fgf17,14171,fibroblast_growth_factor_17,0.1391,0.2856,0.4542,0.8439,4
Ntng2,171171,netrin_G2,0.1330,0.2020,0.2827,0.9377,4
Grk4,14772,G_protein-coupled_receptor_kinase_4,0.1307,0.8022,0.0731,0.5925,4
A2m,232345,alpha-2-macroglobulin,0.1270,0.4885,0.4046,0.7731,4
Gdf15,23886,growth_differentiation_factor_15,0.1256,0.4479,0.3511,0.8222,4
Nr2f6,13864,nuclear_receptor_subfamily_2__group_F__member_6,0.1216,0.3447,0.4632,0.8165,4
Mll3,231051,myeloid/lymphoid_or_mixed-lineage_leukemia_3,0.1173,0.4710,0.1599,0.8675,4
Fgf4,14175,fibroblast_growth_factor_4,0.1132,0.3599,0.5548,0.7501,4
Rtn4rl1,237847,reticulon_4_receptor-like_1,0.1108,0.1759,0.4110,0.8945,4
Smad1,17125,MAD_homolog_1_(Drosophila),0.1017,0.9043,0.1981,-0.3782,4
Hnf1a,21405,HNF1_homeobox_A,0.0999,0.4814,0.0244,-0.8762,4
Cbln3,56410,cerebellin_3_precursor_protein,0.0972,0.4453,0.3827,0.8095,4
Ehf,13661,ets_homologous_factor,0.0872,0.3319,0.5115,0.7926,4
Calcb,116903,calcitonin-related_polypeptide__beta,0.0621,0.3168,0.1745,0.9323,4
Mitf,17342,microphthalmia-associated_transcription_factor,0.0448,0.3119,-0.0316,0.9496,4
 ,, ,,,,,
Nr6a1,14536,nuclear_receptor_subfamily_6__group_A__member_1,0.8211,0.1012,0.5243,0.8455,5
Id1,15901,inhibitor_of_DNA_binding_1,0.7875,0.1085,0.3789,0.9190,5
Gnb4,14696,guanine_nucleotide_binding_protein_(G_protein)__beta_4,0.7801,0.1845,0.6919,0.6980,5
Foxc1,17300,forkhead_box_C1,0.7297,0.1072,0.4537,0.8847,5
E2f1,13555,E2F_transcription_factor_1,0.7232,0.0989,0.3261,0.9401,5
Foxd1,15229,forkhead_box_D1,0.6883,-0.0016,-0.0222,0.9998,5
Tbx3,21386,T-box_3,0.6672,-0.0092,0.0090,0.9999,5
Dmrtb1,56296,DMRT-like_family_B_with_proline-rich_C-terminal__1,0.6119,0.1597,0.6573,0.7366,5
Plcd1,18799,phospholipase_C__delta_1,0.6084,0.1412,0.4307,0.8914,5
Hoxb9,15417,homeobox_B9,0.5504,0.1574,0.4361,0.8860,5
Aldh1a3,56847,aldehyde_dehydrogenase_family_1__subfamily_A3,0.5326,0.1554,0.3451,0.9256,5
Htr5b,15564,5-hydroxytryptamine_(serotonin)_receptor_5B,0.5160,0.1355,0.2855,0.9488,5
Sparc,20692,secreted_acidic_cysteine_rich_glycoprotein,0.5037,0.2164,0.5677,0.7942,5
Dll4,54485,delta-like_4_(Drosophila),0.4971,0.1536,0.2077,0.9661,5
Ror2,26564,receptor_tyrosine_kinase-like_orphan_receptor_2,0.4906,0.1586,0.6045,0.7806,5
Tcf7,21414,transcription_factor_7__T_cell_specific,0.4605,0.1762,0.2907,0.9404,5
Cdx2,12591,caudal_type_homeobox_2,0.4504,0.1632,0.4288,0.8886,5
Sox17,20671,SRY-box_containing_gene_17,0.4423,0.2231,0.4712,0.8534,5
Ahr,11622,aryl-hydrocarbon_receptor,0.4326,0.1542,0.3699,0.9162,5
Ppara,19013,peroxisome_proliferator_activated_receptor_alpha,0.4249,0.1680,0.2945,0.9408,5
Bmyc,107771,brain_expressed_myelocytomatosis_oncogene,0.4186,0.1754,0.3329,0.9265,5
Ets1,23871,E26_avian_leukemia_oncogene_1__5'_domain,0.4135,0.2666,0.5837,0.7669,5
Frem2,242022,Fras1_related_extracellular_matrix_protein_2,0.4106,0.1702,0.5123,0.8418,5
Rb1,19645,retinoblastoma_1,0.4049,0.3378,0.8645,0.3722,5
Vsx1,114889,visual_system_homeobox_1_homolog_(zebrafish),0.4039,0.1743,0.4065,0.8969,5
Eomes,13813,eomesodermin_homolog_(Xenopus_laevis),0.4032,0.1554,0.4160,0.8960,5
Chrna5,110835,cholinergic_receptor__nicotinic__alpha_polypeptide_5,0.3955,0.1671,0.5435,0.8226,5
Elf3,13710,E74-like_factor_3,0.3850,0.1421,0.3811,0.9135,5
Hnf4g,30942,hepatocyte_nuclear_factor_4__gamma,0.3807,0.1808,0.5070,0.8428,5
Pros1,19128,protein_S_(alpha),0.3755,0.1281,0.3188,0.9391,5
Wnt11,22411,wingless-related_MMTV_integration_site_11,0.3712,0.1447,0.2564,0.9557,5
Pdgfb,18591,platelet_derived_growth_factor__B_polypeptide,0.3680,0.1940,0.2581,0.9464,5
Dlx1,13390,distal-less_homeobox_1,0.3551,0.1634,0.5428,0.8238,5
Cphx,105594,cytoplasmic_polyadenylated_homeobox,0.3485,0.1390,0.2629,0.9548,5
Gcm1,14531,glial_cells_missing_homolog_1_(Drosophila),0.3445,0.3649,0.7283,0.5800,5
Pdpn,14726,podoplanin,0.3413,0.1705,0.3228,0.9310,5
Smad2,17126,MAD_homolog_2_(Drosophila),0.3373,0.1341,0.2307,0.9637,5
Nr1i3,12355,nuclear_receptor_subfamily_1__group_I__member_3,0.3372,0.2220,0.4212,0.8794,5
Elf4,56501,E74-like_factor_4_(ets_domain_transcription_factor),0.3335,0.2381,0.5392,0.8078,5
Pitx2,18741,paired-like_homeodomain_transcription_factor_2,0.3331,0.1423,0.4213,0.8957,5
Ebf2,13592,early_B_cell_factor_2,0.3233,0.2113,0.4670,0.8587,5
E2f2,242705,E2F_transcription_factor_2,0.3228,0.1896,0.2510,0.9492,5
Hoxb2,103889,homeobox_B2,0.3144,0.2601,0.6619,0.7031,5
Gnrh1,14714,gonadotropin_releasing_hormone_1,0.3135,0.3179,0.6365,0.7027,5
Amotl1,75723,angiomotin-like_1,0.3118,0.2401,0.4786,0.8446,5
Figf,14205,c-fos_induced_growth_factor,0.3047,0.1791,0.4780,0.8599,5
Slc18a2,214084,solute_carrier_family_18_(vesicular_monoamine)__member_2,0.2994,0.2240,0.3616,0.9050,5
Prrxl1,107751,paired_related_homeobox_protein-like_1,0.2965,0.1978,0.4840,0.8524,5
Angptl3,30924,angiopoietin-like_3,0.2921,0.2218,0.5509,0.8046,5
Tgif2,228839,TGFB-induced_factor_homeobox_2,0.2837,0.1542,0.2805,0.9474,5
Barx1,12022,BarH-like_homeobox_1,0.2744,0.2211,0.3876,0.8949,5
Slc6a13,14412,solute_carrier_family_6_(neurotransmitter_transporter__GABA)__member_13,0.2724,0.2032,0.4228,0.8831,5
Cdx4,12592,caudal_type_homeobox_4,0.2714,0.1445,0.3329,0.9318,5
Alk,11682,anaplastic_lymphoma_kinase,0.2678,0.1395,0.2679,0.9533,5
Rspo2,239405,R-spondin_2_homolog_(Xenopus_laevis),0.2675,0.2060,0.3546,0.9120,5
Alx4,11695,aristaless-like_homeobox_4,0.2656,0.2223,0.4019,0.8883,5
Sema3d,108151,sema_domain__immunoglobulin_domain_(Ig)__short_basic_domain__secreted__(semaphorin)_3D,0.2587,0.8261,0.5272,0.1991,5
Slc6a3,13162,solute_carrier_family_6_(neurotransmitter_transporter__dopamine)__member_3,0.2544,0.2674,0.4874,0.8312,5
Evx2,14029,even_skipped_homeotic_gene_2_homolog,0.2509,0.1842,0.3558,0.9162,5
Prg4,96875,proteoglycan_4_(megakaryocyte_stimulating_factor__articular_superficial_zone_protein),0.2500,0.3158,0.2677,0.9103,5
Tph1,21990,tryptophan_hydroxylase_1,0.2392,0.2560,0.4925,0.8318,5
Bmp2,12156,bone_morphogenetic_protein_2,0.2354,0.2948,0.4853,0.8232,5
Fgf6,14177,fibroblast_growth_factor_6,0.2229,0.1765,0.0985,0.9794,5
LOC433228,433228,hypothetical_gene_supported_by_AK082257,0.2124,0.3663,0.2911,0.8838,5
Angptl2,26360,angiopoietin-like_2,0.2081,0.2991,0.5371,0.7887,5
Hoxa1,15394,homeobox_A1,0.2063,0.2404,0.5633,0.7905,5
Cd109,235505,CD109_antigen,0.2022,0.2385,0.5165,0.8224,5
Rhox12,382282,reproductive_homeobox_12,0.1976,0.7478,0.6581,-0.0880,5
Nkx2-9,18094,NK2_transcription_factor_related__locus_9_(Drosophila),0.1911,0.2142,0.3295,0.9195,5
Anxa4,11746,annexin_A4,0.1909,0.5157,0.5514,0.6558,5
Btc,12223,betacellulin__epidermal_growth_factor_family_member,0.1846,0.1781,0.3166,0.9317,5
Bmp6,12161,bone_morphogenetic_protein_6,0.1805,0.2614,0.3894,0.8832,5
Angpt1,11600,angiopoietin_1,0.1708,0.1860,0.3393,0.9221,5
Bmp8a,12163,bone_morphogenetic_protein_8a,0.1694,0.5880,0.3173,-0.7440,5
Rhox4b,57737,reproductive_homeobox_4B,0.1681,0.1851,0.3068,0.9336,5
Gabrr1,14408,gamma-aminobutyric_acid_(GABA)_C_receptor__subunit_rho_1,0.1661,0.1327,0.5588,0.8186,5
Amhr2,110542,anti-Mullerian_hormone_type_2_receptor,0.1622,0.7020,0.5922,0.3957,5
Artn,11876,artemin,0.1149,0.4081,0.4373,-0.8014,5
Amh,11705,anti-Mullerian_hormone,0.1043,0.3650,0.4393,0.8208,5
Sct,20287,secretin,0.0932,0.3094,-0.0297,0.9505,5
Areg,11839,amphiregulin,0.0869,0.2269,0.3718,0.9001,5
Avpr1b,26361,arginine_vasopressin_receptor_1B,0.0844,0.3353,0.0475,0.9409,5
 ,, ,,,,,
Mib1,225164,mindbomb_homolog_1_(Drosophila),0.9782,0.0620,0.4167,0.9069,6
Flt1,14254,FMS-like_tyrosine_kinase_1,0.9168,0.0755,0.4087,0.9095,6
Atf4,11911,activating_transcription_factor_4,0.8332,0.0903,0.4935,0.8651,6
Cpne7,102278,copine_VII,0.8092,0.1608,0.6848,0.7108,6
Pknox1,18771,Pbx/knotted_1_homeobox,0.8005,0.1094,0.4631,0.8795,6
Foxp4,74123,forkhead_box_P4,0.7877,0.1058,0.3605,0.9268,6
Dlg4,13385,discs__large_homolog_4_(Drosophila),0.7782,0.0695,0.3626,0.9293,6
Cacna2d1,12293,calcium_channel__voltage-dependent__alpha2/delta_subunit_1,0.7690,0.1487,0.6602,0.7362,6
Dtx2,74198,deltex_2_homolog_(Drosophila),0.7506,0.0958,0.4425,0.8917,6
Gria2,14800,glutamate_receptor__ionotropic__AMPA2_(alpha_2),0.7464,0.1332,0.5941,0.7933,6
Fndc3a,319448,fibronectin_type_III_domain_containing_3A,0.7290,0.1665,0.6749,0.7189,6
Onecut2,225631,one_cut_domain__family_member_2,0.7250,0.1120,0.3631,0.9250,6
Lypd1,72585,Ly6/Plaur_domain_containing_1,0.7191,0.1812,0.6465,0.7411,6
Plcg1,18803,phospholipase_C__gamma_1,0.7073,0.1787,0.8060,0.5642,6
Ptk2,14083,PTK2_protein_tyrosine_kinase_2,0.7049,0.2031,0.7165,0.6674,6
Ptpru,19273,protein_tyrosine_phosphatase__receptor_type__U,0.7010,0.0819,0.3080,0.9479,6
Ly6h,23934,lymphocyte_antigen_6_complex__locus_H,0.6989,0.1583,0.6702,0.7251,6
Foxj3,230700,forkhead_box_J3,0.6970,0.1967,0.7696,0.6075,6
Ttyh1,57776,tweety_homolog_1_(Drosophila),0.6844,0.0954,0.2197,0.9709,6
Cacna1h,58226,calcium_channel__voltage-dependent__T_type__alpha_1H_subunit,0.6744,0.0480,0.0858,0.9952,6
Tcf20,21411,transcription_factor_20,0.6561,0.1368,0.3868,0.9119,6
Pcdhb9,93880,protocadherin_beta_9,0.6541,0.1661,0.5226,0.8362,6
Meis3,17537,Meis_homeobox_3,0.6509,0.1590,0.6967,0.6996,6
Lama3,16774,laminin__alpha_3,0.6491,0.1189,0.3586,0.9259,6
Hmgn3,94353,high_mobility_group_nucleosomal_binding_domain_3,0.6428,0.1921,0.6890,0.6989,6
Astn2,56079,astrotactin_2,0.6422,0.1555,0.6238,0.7659,6
Vegfb,22340,vascular_endothelial_growth_factor_B,0.6160,0.1435,0.4439,0.8845,6
Gria1,14799,glutamate_receptor__ionotropic__AMPA1_(alpha_1),0.6149,0.2092,0.6655,0.7165,6
Fyn,14360,Fyn_proto-oncogene,0.6141,0.1772,0.6963,0.6955,6
Astn1,11899,astrotactin_1,0.6122,0.0830,0.2699,0.9593,6
Hbp1,73389,high_mobility_group_box_transcription_factor_1,0.5996,0.0920,0.2797,0.9557,6
Far2,330450,fatty_acyl_CoA_reductase_2,0.5991,0.2328,0.6921,0.6832,6
Phb2,12034,prohibitin_2,0.5973,0.1964,0.6442,0.7392,6
Fgf14,14169,fibroblast_growth_factor_14,0.5958,0.1678,0.4123,0.8955,6
Unc5d,210801,unc-5_homolog_D_(C._elegans),0.5953,0.0498,0.1838,0.9817,6
Mnt,17428,max_binding_protein,0.5900,0.1193,0.2269,0.9666,6
Bhlha15,17341,basic_helix-loop-helix_family__member_a15,0.5865,0.1711,0.5355,0.8270,6
Pafah1b1,18472,platelet-activating_factor_acetylhydrolase__isoform_1b__subunit_1,0.5856,0.1528,0.6679,0.7284,6
Angptl6,70726,angiopoietin-like_6,0.5831,0.1330,0.5479,0.8259,6
Atxn1,20238,ataxin_1,0.5823,0.1020,0.3539,0.9297,6
Pou2f1,18986,POU_domain__class_2__transcription_factor_1,0.5819,0.2685,0.8230,0.5005,6
Dscaml1,114873,Down_syndrome_cell_adhesion_molecule_like_1,0.5783,0.2633,0.7416,0.6170,6
Chrm5,213788,cholinergic_receptor__muscarinic_5,0.5659,0.2053,0.6655,0.7176,6
Sorbs1,20411,sorbin_and_SH3_domain_containing_1,0.5588,0.1962,0.6466,0.7371,6
Lrrtm1,74342,leucine_rich_repeat_transmembrane_neuronal_1,0.5492,0.2605,0.8074,0.5293,6
Rxfp3,239336,relaxin_family_peptide_receptor_3,0.5414,0.2017,0.5131,0.8343,6
Bcl2l11,12125,BCL2-like_11_(apoptosis_facilitator),0.5398,0.1521,0.3856,0.9100,6
Six3,20473,sine_oculis-related_homeobox_3_homolog_(Drosophila),0.5357,0.2170,0.5376,0.8148,6
